,text,created_at,user_followers,user_friends,retweet_count,favorite_count,processed_text,label
8581,Arkeologi warga antusias menyambut. ,2024-05-05 22:13:46,3034,2861,73,250,arkeologi warga antusias sambut,2
8582,Narkoba tersangka mengaku bersalah. ,2024-01-16 03:00:20,8995,3862,334,7,narkoba sangka aku salah,0
8583,Ekonomi kreatif meningkatkan keterampilan. ,2024-03-17 05:15:56,559,4580,198,204,ekonomi kreatif tingkat terampil,1
8584,Konservasi menyediakan ruang kreativitas. ,2024-04-21 06:22:08,601,449,335,253,konservasi sedia ruang kreativitas,1
8585,Rekreasi meningkatkan kesadaran masyarakat. ,2024-04-24 08:22:28,2768,2005,295,208,rekreasi tingkat sadar masyarakat,2
8586,Korupsi ada saksi yang melihat kejadian. ,2024-04-29 09:44:14,3893,3363,37,261,korupsi saksi jadi,0
8587,Penggelapan tersangka melawan saat ditangkap. ,2024-01-27 04:30:22,1281,3387,162,114,gelap sangka lawan tangkap,0
8588,Teknologi menjadi perbincangan hangat. ,2024-07-25 16:18:34,3563,1842,203,39,teknologi bincang hangat,2
8589,Pembangunan menjadi trend baru. ,2024-06-16 22:38:17,8155,4898,6,126,bangun trend,2
8590,Narkoba kasus ini menarik perhatian publik. ,2024-01-05 10:33:18,9565,1960,450,134,narkoba tarik perhati publik,1
8591,Penipuan tersangka mengaku bersalah. ,2024-01-28 14:20:38,3571,123,499,263,tipu sangka aku salah,0
8592,Pameran menjadi agenda tahunan. ,2024-01-23 20:43:43,6042,3517,88,24,pamer agenda tahun,1
8593,Penculikan warga diminta waspada. ,2024-02-04 17:19:51,4643,1614,295,158,culi warga waspada,0
8594,Pemerasan warga diminta waspada. ,2024-04-26 11:28:05,824,3552,236,184,peras warga waspada,1
8595,Penyerangan tersangka mengaku bersalah. ,2024-05-14 16:22:11,2040,1065,21,225,serang sangka aku salah,0
8596,Pembobolan barang bukti ditemukan. ,2024-02-10 11:19:30,3795,1833,32,42,bobol barang bukti temu,0
8597,Teknologi diselenggarakan dengan sangat baik. ,2024-07-24 23:07:27,1999,1507,359,250,teknologi selenggara,1
8598,Perdagangan manusia tersangka mengaku bersalah. ,2024-02-10 02:35:58,1924,1320,76,196,dagang manusia sangka aku salah,0
8599,Kebun raya menciptakan lapangan kerja baru. ,2024-03-09 01:55:16,1358,2911,438,159,kebun raya cipta lapang kerja,1
8600,Wisata alam mendorong inovasi lokal. ,2024-04-17 03:47:03,2011,1497,424,274,wisata alam dorong inovasi lokal,1
8601,Pembunuhan barang bukti ditemukan. ,2024-03-14 09:11:47,5199,2633,168,182,bunuh barang bukti temu,0
8602,Kebun raya mendongkrak perekonomian daerah. ,2024-02-22 17:49:55,285,4530,435,289,kebun raya dongkrak ekonomi daerah,1
8603,Penganiayaan barang bukti ditemukan. ,2024-04-17 22:35:16,6804,1311,216,167,aniaya barang bukti temu,0
8604,Pencemaran nama baik penyidikan dilakukan secara intensif. ,2024-01-27 15:39:52,1445,3620,143,166,cemar nama sidi intensif,1
8605,Penelitian meningkatkan kualitas hidup. ,2024-02-15 06:08:45,5976,3746,407,229,teliti tingkat kualitas hidup,2
8606,Narkoba polisi berjanji mengusut tuntas. ,2024-04-30 18:05:10,9422,1963,415,145,narkoba polisi janji usut tuntas,1
8607,Teknologi menjadi agenda tahunan. ,2024-05-13 23:04:37,8624,1748,363,13,teknologi agenda tahun,1
8608,Pariwisata menarik perhatian publik. ,2024-06-29 11:27:11,2388,1586,205,189,pariwisata tarik perhati publik,1
8609,Lingkungan meraih penghargaan internasional. ,2024-01-19 08:59:33,3752,4464,156,176,lingkung raih harga internasional,2
8610,Kuliner diselenggarakan dengan sangat baik. ,2024-04-09 12:42:48,5974,4235,202,10,kuliner selenggara,2
8611,Film acara berjalan lancar. ,2024-01-28 06:27:08,423,2098,477,243,film acara jalan lancar,2
8612,Olimpiade mendapat respon positif. ,2024-07-04 12:41:31,6080,3426,181,120,olimpiade respon positif,2
8613,Kesehatan memiliki potensi besar. ,2024-07-24 00:20:54,4085,541,23,125,sehat milik potensi,2
8614,Penerbitan mempererat hubungan sosial. ,2024-02-15 14:09:05,3495,2042,201,277,terbit erat hubung sosial,1
8615,Cyberbullying kejadian ini menggemparkan warga. ,2024-05-11 21:01:47,9249,419,9,266,cyberbullying jadi gempar warga,0
8616,Kerajinan tangan memupuk rasa kebersamaan. ,2024-04-03 18:49:33,522,2033,301,233,rajin tangan pupuk sama,2
8617,Fotografi mendapat pujian banyak pihak. ,2024-03-02 01:01:12,334,3121,229,265,fotografi puji,2
8618,Pembakaran penyidikan dilakukan secara intensif. ,2024-01-25 03:07:18,1992,4714,155,142,bakar sidi intensif,1
8619,Pembobolan korban diminta melapor. ,2024-03-19 09:12:27,509,2951,214,129,bobol korban lapor,0
8620,Pemalsuan penyidikan dilakukan secara intensif. ,2024-04-08 16:03:19,5825,4161,471,20,palsu sidi intensif,1
8621,Fotografi mendapat respon positif. ,2024-06-12 13:00:46,3368,1262,479,29,fotografi respon positif,2
8622,Pemberdayaan menjadi pusat perhatian. ,2024-02-07 05:37:06,8422,1721,145,46,daya pusat perhati,1
8623,Komunitas menjadi inspirasi bagi banyak orang. ,2024-02-10 11:53:52,5418,4356,275,108,komunitas inspirasi orang,2
8624,Perdagangan manusia motif masih belum diketahui. ,2024-02-23 19:50:21,883,3406,24,163,dagang manusia motif,0
8625,Penganiayaan korban diminta melapor. ,2024-06-12 07:02:03,6044,1662,222,237,aniaya korban lapor,0
8626,Penyelundupan polisi berjanji mengusut tuntas. ,2024-02-24 09:39:11,7044,2112,98,248,selundup polisi janji usut tuntas,0
8627,Pelecehan terjadi di Jakarta. ,2024-03-12 08:53:24,7246,3099,149,240,leceh jakarta,1
8628,Terorisme korban diminta melapor. ,2024-05-18 00:02:05,3488,3067,270,262,terorisme korban lapor,0
8629,Korupsi kasus meningkat selama pandemi. ,2024-02-23 11:51:55,4337,4564,447,94,korupsi tingkat pandemi,1
8630,Penganiayaan korban diminta melapor. ,2024-05-04 08:49:38,9498,2729,446,280,aniaya korban lapor,0
8631,Pencemaran nama baik ada saksi yang melihat kejadian. ,2024-02-06 08:36:21,9895,2613,368,189,cemar nama saksi jadi,0
8632,Perjudian warga diminta waspada. ,2024-07-11 19:23:30,3417,4289,98,219,judi warga waspada,1
8633,Keamanan pangan memberikan hiburan. ,2024-07-16 20:31:08,8485,566,300,270,aman pangan hibur,0
8634,Perdagangan manusia lokasi kejadian telah diamankan. ,2024-05-28 04:11:37,8764,670,498,151,dagang manusia lokasi jadi aman,2
8635,Program sosial meraih penghargaan internasional. ,2024-03-30 14:37:08,7472,2781,413,83,program sosial raih harga internasional,2
8636,Penyelundupan tersangka mengaku bersalah. ,2024-04-27 13:33:37,986,4381,141,214,selundup sangka aku salah,0
8637,Terorisme kasus ini menarik perhatian publik. ,2024-07-06 11:02:53,9617,2768,125,35,terorisme tarik perhati publik,1
8638,Pemberdayaan menciptakan lapangan kerja baru. ,2024-06-21 11:30:36,597,3490,186,101,daya cipta lapang kerja,2
8639,Entrepreneurship menjadi pusat perhatian. ,2024-05-17 05:37:58,7509,649,192,239,entrepreneurship pusat perhati,2
8640,Pembunuhan tersangka melawan saat ditangkap. ,2024-02-04 23:12:55,2268,3101,434,99,bunuh sangka lawan tangkap,0
8641,Kekerasan barang bukti ditemukan. ,2024-04-12 16:21:43,7309,3133,41,75,keras barang bukti temu,0
8642,Perumahan menjadi perbincangan hangat. ,2024-05-31 23:54:21,8969,1112,406,24,rumah bincang hangat,2
8643,Pelestarian menarik wisatawan mancanegara. ,2024-06-29 10:39:18,5768,2182,157,136,lestari tarik wisatawan mancanegara,2
8644,Pariwisata mendapat sorotan positif. ,2024-01-12 02:10:29,7666,4403,373,282,pariwisata sorot positif,2
8645,Kerjasama menggairahkan sektor pariwisata. ,2024-05-08 16:29:17,7776,2326,244,56,kerjasama gairah sektor pariwisata,2
8646,Olimpiade program ini sangat inovatif. ,2024-01-04 20:08:33,5470,1494,311,118,olimpiade program inovatif,1
8647,Penipuan online ada saksi yang melihat kejadian. ,2024-06-10 14:59:59,2860,158,198,205,tipu online saksi jadi,0
8648,Kuliner menjadi inspirasi bagi banyak orang. ,2024-01-31 19:51:02,8210,2042,490,181,kuliner inspirasi orang,2
8649,Pembunuhan berhasil ditangkap. ,2024-03-08 07:06:01,700,3483,349,165,bunuh hasil tangkap,0
8650,Karnaval mendapat pujian banyak pihak. ,2024-01-17 08:17:12,3152,4553,443,43,karnaval puji,2
8651,Kebudayaan daerah memperkuat hubungan antarwarga. ,2024-06-22 16:01:52,1093,1901,186,75,budaya daerah kuat hubung antarwarga,2
8652,Pencurian kasus meningkat selama pandemi. ,2024-06-09 21:25:55,3316,2144,288,148,curi tingkat pandemi,0
8653,Penyerangan penyidikan dilakukan secara intensif. ,2024-05-03 23:59:01,5397,3080,222,190,serang sidi intensif,1
8654,Penganiayaan warga diminta waspada. ,2024-06-24 05:50:27,6683,1783,463,191,aniaya warga waspada,0
8655,Korupsi tersangka melawan saat ditangkap. ,2024-05-25 09:04:08,8612,2638,148,15,korupsi sangka lawan tangkap,0
8656,Korupsi pelaku berhasil melarikan diri. ,2024-05-07 12:43:39,5673,2028,157,232,korupsi laku hasil lari,0
8657,Pembunuhan tersangka mencoba melarikan diri. ,2024-03-12 15:18:07,3020,1275,307,6,bunuh sangka coba lari,0
8658,Wisata memperkenalkan teknologi baru. ,2024-01-24 14:53:34,7374,4024,326,142,wisata kenal teknologi,2
8659,Desain grafis diselenggarakan dengan sangat baik. ,2024-05-12 12:45:12,2157,4751,259,25,desain grafis selenggara,1
8660,Pemberdayaan dapat dinikmati di Palembang. ,2024-06-09 17:06:10,5185,2552,493,49,daya nikmat palembang,2
8661,Penghijauan menjadi perbincangan hangat. ,2024-07-02 05:28:05,1344,440,141,169,hijau bincang hangat,2
8662,Kebun raya melibatkan banyak peserta. ,2024-06-14 23:18:46,7415,2474,3,23,kebun raya libat serta,1
8663,Arkeologi mendukung pembangunan berkelanjutan. ,2024-03-17 01:37:46,9290,3514,18,6,arkeologi dukung bangun lanjut,1
8664,Pengembangan karir mendapat dukungan dari pemerintah. ,2024-02-03 14:07:26,5227,3780,159,38,kembang karir dukung perintah,2
8665,Pelecehan berhasil ditangkap. ,2024-02-06 06:59:01,857,4430,462,252,leceh hasil tangkap,0
8666,Begal berhasil ditangkap. ,2024-07-30 07:31:34,2599,2886,377,191,begal hasil tangkap,0
8667,Pengembangan diri memperkuat hubungan antarwarga. ,2024-07-26 16:48:25,1763,4012,351,100,kembang kuat hubung antarwarga,1
8668,Energi terbarukan telah mencapai kesepakatan. ,2024-02-10 00:58:16,681,3705,227,225,energi baru capai sepakat,2
8669,Teknologi informasi menggali potensi lokal. ,2024-03-23 16:31:51,6774,2134,146,14,teknologi informasi gali potensi lokal,1
8670,Penghijauan acara tersebut sukses besar. ,2024-04-29 22:06:12,1839,2438,174,270,hijau acara sukses,2
8671,Pemalsuan ada saksi yang melihat kejadian. ,2024-02-06 02:41:43,8324,2149,33,283,palsu saksi jadi,0
8672,Penyelundupan kejadian ini menggemparkan warga. ,2024-04-29 23:29:32,8989,2357,63,121,selundup jadi gempar warga,0
8673,Olah raga menjadi agenda tahunan. ,2024-03-25 23:57:54,8023,4454,13,60,olah raga agenda tahun,1
8674,Pembunuhan tersangka mencoba melarikan diri. ,2024-02-24 12:15:58,3486,4815,469,257,bunuh sangka coba lari,0
8675,Penculikan kasus meningkat selama pandemi. ,2024-07-12 16:57:24,271,2972,85,270,culi tingkat pandemi,1
8676,Terorisme penyidikan dilakukan secara intensif. ,2024-01-27 01:59:07,797,1701,316,146,terorisme sidi intensif,1
8677,Pemerasan masih dalam penyelidikan. ,2024-03-30 15:26:50,6815,4727,308,169,peras lidi,1
8678,Pembobolan lokasi kejadian telah diamankan. ,2024-06-12 07:00:13,2536,2004,142,217,bobol lokasi jadi aman,0
8679,Teknologi informasi mendorong inovasi lokal. ,2024-02-16 22:11:52,4910,4505,353,280,teknologi informasi dorong inovasi lokal,1
8680,Narkoba polisi masih memburu pelaku. ,2024-04-27 18:37:48,6074,1303,417,196,narkoba polisi buru laku,0
8681,Kekerasan barang bukti ditemukan. ,2024-01-28 20:56:25,491,3624,25,79,keras barang bukti temu,0
8682,Baturaden diharapkan memberikan manfaat. ,2024-06-14 10:46:00,4513,1318,492,176,baturaden harap manfaat,2
8683,Kesehatan menambah wawasan masyarakat. ,2024-07-10 08:04:55,7904,1513,270,64,sehat tambah wawas masyarakat,2
8684,Kuliner memberikan hiburan. ,2024-06-13 09:35:29,8327,4622,125,293,kuliner hibur,2
8685,Kesehatan menggali potensi lokal. ,2024-04-09 05:52:58,9385,2459,297,221,sehat gali potensi lokal,1
8686,Kesejahteraan telah mencapai kesepakatan. ,2024-04-15 12:01:23,6750,1795,131,38,sejahtera capai sepakat,2
8687,Penganiayaan pelaku berhasil melarikan diri. ,2024-07-09 07:53:33,7086,327,149,291,aniaya laku hasil lari,0
8688,Kerjasama menjadi perbincangan hangat. ,2024-03-12 10:13:24,4559,607,383,57,kerjasama bincang hangat,2
8689,Pendakian menggali potensi lokal. ,2024-07-20 15:59:45,1589,2078,376,216,daki gali potensi lokal,1
8690,Perayaan menciptakan lapangan kerja baru. ,2024-04-13 10:19:54,5004,142,478,34,raya cipta lapang kerja,1
8691,Wisata alam meningkatkan kesadaran masyarakat. ,2024-05-05 07:41:53,1778,4505,14,218,wisata alam tingkat sadar masyarakat,2
8692,Entrepreneurship menarik wisatawan mancanegara. ,2024-03-31 07:18:48,7304,2761,405,32,entrepreneurship tarik wisatawan mancanegara,2
8693,Budaya acara berjalan lancar. ,2024-06-26 02:26:29,6147,1597,355,10,budaya acara jalan lancar,2
8694,Penipuan tersangka mengaku bersalah. ,2024-03-18 12:24:30,6033,4224,130,227,tipu sangka aku salah,0
8695,Penyelundupan tersangka mengaku bersalah. ,2024-03-20 19:30:24,7065,1199,397,270,selundup sangka aku salah,0
8696,Transportasi umum warga antusias menyambut. ,2024-01-28 02:58:23,1290,2095,153,193,transportasi warga antusias sambut,2
8697,Pembakaran polisi berjanji mengusut tuntas. ,2024-07-13 15:47:46,9263,629,175,216,bakar polisi janji usut tuntas,0
8698,Pariwisata meraih penghargaan internasional. ,2024-05-14 00:28:52,5700,2272,358,277,pariwisata raih harga internasional,2
8699,Perjudian penyidikan dilakukan secara intensif. ,2024-07-25 10:26:34,4682,1173,12,217,judi sidi intensif,1
8700,Kuliner menyediakan fasilitas baru. ,2024-02-20 01:38:21,3853,1572,266,14,kuliner sedia fasilitas,2
8701,Arkeologi menambah wawasan masyarakat. ,2024-05-15 00:19:17,6349,1857,369,293,arkeologi tambah wawas masyarakat,1
8702,Kuliner mendapat dukungan dari pemerintah. ,2024-07-08 06:11:30,2848,1178,67,224,kuliner dukung perintah,2
8703,Start-up menjadi trend baru. ,2024-05-18 20:07:45,5906,2709,21,20,startup trend,2
8704,Pendidikan membuka peluang investasi. ,2024-07-17 11:44:12,8996,250,407,0,didik buka peluang investasi,1
8705,Hubungan internasional menciptakan lapangan kerja baru. ,2024-01-20 21:29:35,2927,4195,320,177,hubung internasional cipta lapang kerja,1
8706,Komunitas menjadi trend baru. ,2024-03-13 09:51:36,2980,1455,498,257,komunitas trend,2
8707,Kekerasan polisi berjanji mengusut tuntas. ,2024-05-06 09:35:23,3095,4332,182,161,keras polisi janji usut tuntas,0
8708,Begal kasus meningkat selama pandemi. ,2024-02-09 10:17:15,8752,1431,68,92,begal tingkat pandemi,0
8709,Penyerangan kasus ini menarik perhatian publik. ,2024-05-19 11:34:58,8150,3174,484,42,serang tarik perhati publik,1
8710,Korupsi penyidikan dilakukan secara intensif. ,2024-05-02 04:38:59,2173,4536,178,119,korupsi sidi intensif,1
8711,Kebun raya memecahkan rekor. ,2024-06-27 20:50:13,7925,3317,433,151,kebun raya pecah rekor,1
8712,Penipuan polisi berjanji mengusut tuntas. ,2024-06-30 06:56:32,1840,740,471,121,tipu polisi janji usut tuntas,0
8713,Turnamen memiliki potensi besar. ,2024-05-26 18:04:44,3714,2097,143,232,turnamen milik potensi,2
8714,Perampokan tersangka mencoba melarikan diri. ,2024-07-06 19:49:00,9415,4366,185,20,ampo sangka coba lari,1
8715,Urbanisasi warga antusias menyambut. ,2024-02-24 08:44:34,9756,3256,422,156,urbanisasi warga antusias sambut,0
8716,Narkoba lokasi kejadian telah diamankan. ,2024-04-23 19:41:17,8724,4659,228,248,narkoba lokasi jadi aman,2
8717,Baturaden menjunjung tinggi nilai budaya. ,2024-06-14 16:32:13,9404,1470,244,176,baturaden junjung nilai budaya,2
8718,Pendakian mendapat sorotan positif. ,2024-04-11 20:57:17,8166,2833,445,89,daki sorot positif,2
8719,Terorisme motif masih belum diketahui. ,2024-01-12 07:34:37,2911,1579,485,37,terorisme motif,0
8720,Komunitas mendorong inovasi lokal. ,2024-06-02 04:46:49,6445,3323,360,223,komunitas dorong inovasi lokal,1
8721,Teater diharapkan memberikan manfaat. ,2024-06-30 06:41:09,1095,484,451,55,teater harap manfaat,2
8722,Kejahatan siber warga diminta waspada. ,2024-06-12 14:15:12,331,2610,13,254,jahat siber warga waspada,0
8723,Penganiayaan polisi masih memburu pelaku. ,2024-05-28 12:33:11,4483,4271,193,126,aniaya polisi buru laku,0
8724,Pencurian berhasil ditangkap. ,2024-06-20 18:09:28,737,2250,133,170,curi hasil tangkap,0
8725,Pembunuhan kasus meningkat selama pandemi. ,2024-05-17 18:23:07,2382,919,255,26,bunuh tingkat pandemi,0
8726,Pendakian mempererat hubungan sosial. ,2024-07-06 13:45:22,6884,4334,137,150,daki erat hubung sosial,1
8727,Pembunuhan masih dalam penyelidikan. ,2024-07-03 17:48:04,9131,1389,129,117,bunuh lidi,0
8728,Penggelapan tersangka melawan saat ditangkap. ,2024-06-10 22:51:55,8274,4795,158,265,gelap sangka lawan tangkap,0
8729,Ekosistem menjadi inspirasi bagi banyak orang. ,2024-01-03 07:12:45,2951,2246,138,126,ekosistem inspirasi orang,2
8730,Penculikan berhasil ditangkap. ,2024-03-04 19:19:22,7835,2821,49,0,culi hasil tangkap,0
8731,Pembunuhan lokasi kejadian telah diamankan. ,2024-01-04 19:14:50,6194,2725,121,57,bunuh lokasi jadi aman,0
8732,Konservasi acara berjalan lancar. ,2024-05-30 05:16:31,9410,385,292,80,konservasi acara jalan lancar,2
8733,Narkoba tersangka akan segera diadili. ,2024-07-07 22:40:09,9587,4868,411,102,narkoba sangka adil,2
8734,Teknologi memupuk rasa kebersamaan. ,2024-03-14 17:52:48,8616,2434,163,116,teknologi pupuk sama,1
8735,Perdagangan manusia polisi berjanji mengusut tuntas. ,2024-03-06 19:49:52,7943,3477,496,282,dagang manusia polisi janji usut tuntas,0
8736,Perdagangan manusia polisi berjanji mengusut tuntas. ,2024-05-11 21:10:12,9425,1562,304,226,dagang manusia polisi janji usut tuntas,0
8737,Lingkungan mengundang banyak pengunjung. ,2024-04-20 06:15:54,2192,522,299,294,lingkung undang unjung,1
8738,Kekerasan terjadi di Jakarta. ,2024-03-04 18:24:14,1064,179,249,267,keras jakarta,2
8739,Pelecehan kasus ini menarik perhatian publik. ,2024-05-07 17:19:37,2401,4296,305,203,leceh tarik perhati publik,1
8740,Kebudayaan daerah mendapat dukungan dari pemerintah. ,2024-01-16 16:27:43,6139,1133,187,179,budaya daerah dukung perintah,0
8741,Penghijauan mengundang banyak pengunjung. ,2024-07-13 03:18:24,4712,1349,446,278,hijau undang unjung,1
8742,Desain produk membuka peluang investasi. ,2024-02-24 09:07:01,5617,2602,228,271,desain produk buka peluang investasi,1
8743,Pembobolan kejadian ini menggemparkan warga. ,2024-04-29 17:06:05,6700,4114,486,254,bobol jadi gempar warga,0
8744,Pameran seni menjadi perbincangan hangat. ,2024-04-13 02:53:17,6879,2423,39,238,pamer seni bincang hangat,1
8745,Kejahatan siber tersangka melawan saat ditangkap. ,2024-01-02 22:17:21,4932,3852,358,125,jahat siber sangka lawan tangkap,0
8746,Penelitian memberikan hiburan. ,2024-04-20 23:56:18,3642,2898,376,8,teliti hibur,2
8747,Kesejahteraan berdampak positif bagi masyarakat. ,2024-06-30 15:01:32,6949,1065,367,103,sejahtera dampak positif masyarakat,2
8748,Pembunuhan terjadi di Bandung. ,2024-01-30 00:30:52,4021,2509,60,173,bunuh bandung,0
8749,Perampokan barang bukti ditemukan. ,2024-01-15 00:47:41,8216,4737,445,293,ampo barang bukti temu,1
8750,Penipuan online pelaku berhasil melarikan diri. ,2024-05-13 22:34:05,9569,4100,366,133,tipu online laku hasil lari,0
8751,Start-up menarik perhatian publik. ,2024-05-17 05:57:28,9915,2873,335,133,startup tarik perhati publik,1
8752,Pembobolan polisi berjanji mengusut tuntas. ,2024-05-09 20:08:21,4244,4273,438,262,bobol polisi janji usut tuntas,0
8753,Pengembangan karir memupuk rasa kebersamaan. ,2024-02-09 22:39:41,2080,1879,28,213,kembang karir pupuk sama,2
8754,Pembobolan warga diminta waspada. ,2024-04-22 16:32:34,3329,2200,281,260,bobol warga waspada,0
8755,Penggelapan ada saksi yang melihat kejadian. ,2024-07-01 12:46:27,9464,3959,479,187,gelap saksi jadi,0
8756,Festival program ini sangat inovatif. ,2024-06-21 19:02:26,3931,3371,370,138,festival program inovatif,2
8757,Penipuan korban diminta melapor. ,2024-01-01 13:56:09,6714,3665,287,231,tipu korban lapor,0
8758,Penyelundupan warga diminta waspada. ,2024-04-21 02:36:58,5598,4118,139,39,selundup warga waspada,0
8759,Pencemaran nama baik terjadi di Bandung. ,2024-01-05 13:49:41,6478,79,218,285,cemar nama bandung,2
8760,Korupsi tersangka melawan saat ditangkap. ,2024-07-05 09:16:09,2039,3979,142,8,korupsi sangka lawan tangkap,0
8761,Penyerangan berhasil ditangkap. ,2024-02-25 12:53:07,1557,201,119,246,serang hasil tangkap,1
8762,Begal tersangka melawan saat ditangkap. ,2024-01-18 13:47:18,1271,1382,0,165,begal sangka lawan tangkap,0
8763,Pembunuhan polisi masih memburu pelaku. ,2024-04-26 09:33:53,4375,875,286,159,bunuh polisi buru laku,0
8764,Penyerangan masih dalam penyelidikan. ,2024-02-03 22:08:28,7062,4717,396,4,serang lidi,0
8765,Perlombaan menjadi sorotan media. ,2024-07-03 09:55:13,4124,4528,133,79,lomba sorot media,1
8766,Penghijauan diselenggarakan dengan sangat baik. ,2024-04-29 04:35:18,5508,3126,78,64,hijau selenggara,1
8767,Inovasi menggairahkan sektor pariwisata. ,2024-01-12 04:18:43,9079,4542,139,97,inovasi gairah sektor pariwisata,2
8768,Penganiayaan barang bukti ditemukan. ,2024-01-10 08:29:35,2650,2722,303,152,aniaya barang bukti temu,0
8769,Penganiayaan berhasil ditangkap. ,2024-03-22 18:47:33,7087,394,230,148,aniaya hasil tangkap,0
8770,Pameran buku berdampak positif bagi masyarakat. ,2024-01-19 14:38:48,8142,4058,310,94,pamer buku dampak positif masyarakat,2
8771,Pembobolan polisi masih memburu pelaku. ,2024-02-17 02:44:24,6822,2488,28,4,bobol polisi buru laku,0
8772,Pembobolan pelaku berhasil melarikan diri. ,2024-06-11 15:22:18,2081,3325,483,2,bobol laku hasil lari,0
8773,Pembangunan acara tersebut sukses besar. ,2024-07-13 00:25:53,8239,3294,98,202,bangun acara sukses,2
8774,Teater memperkuat hubungan antarwarga. ,2024-02-10 19:04:55,4156,2691,290,278,teater kuat hubung antarwarga,1
8775,Penculikan polisi masih memburu pelaku. ,2024-02-24 06:28:29,8984,199,275,223,culi polisi buru laku,0
8776,Perdagangan manusia barang bukti ditemukan. ,2024-05-06 20:16:45,7087,905,66,86,dagang manusia barang bukti temu,0
8777,Pembobolan lokasi kejadian telah diamankan. ,2024-07-24 02:38:43,589,3320,153,102,bobol lokasi jadi aman,0
8778,Penyelundupan tersangka mengaku bersalah. ,2024-03-12 08:39:40,1436,4806,289,199,selundup sangka aku salah,0
8779,Komunitas telah mencapai kesepakatan. ,2024-03-04 03:34:06,5426,2092,224,298,komunitas capai sepakat,2
8780,Perpustakaan berdampak positif bagi masyarakat. ,2024-07-25 22:39:08,3091,4336,49,116,pustaka dampak positif masyarakat,2
8781,Perdagangan manusia ada saksi yang melihat kejadian. ,2024-02-02 12:39:25,7234,3001,465,41,dagang manusia saksi jadi,0
8782,Penyelundupan kasus ini menarik perhatian publik. ,2024-03-22 00:45:24,6926,4112,460,90,selundup tarik perhati publik,1
8783,Pencurian polisi masih memburu pelaku. ,2024-05-07 16:28:35,9656,4491,291,145,curi polisi buru laku,0
8784,Pameran buku melibatkan banyak peserta. ,2024-05-11 05:35:17,242,3114,280,275,pamer buku libat serta,1
8785,Penyerangan terjadi di Surabaya. ,2024-03-22 21:25:21,7514,1203,251,3,serang surabaya,0
8786,Edukasi lingkungan diharapkan memberikan manfaat. ,2024-06-06 15:32:31,5684,2288,334,107,edukasi lingkung harap manfaat,2
8787,Pemerasan motif masih belum diketahui. ,2024-03-29 11:33:14,386,980,493,182,peras motif,1
8788,Perdagangan manusia berhasil ditangkap. ,2024-04-17 21:06:36,8963,4754,462,183,dagang manusia hasil tangkap,0
8789,Pembobolan tersangka akan segera diadili. ,2024-06-28 14:53:05,4242,4422,180,292,bobol sangka adil,0
8790,Ekosistem menjadi ikon baru. ,2024-05-24 16:40:52,7587,1835,402,159,ekosistem ikon,2
8791,Ekonomi kreatif membuka peluang investasi. ,2024-02-05 03:54:35,7961,2173,44,276,ekonomi kreatif buka peluang investasi,1
8792,Penelitian mendorong inovasi lokal. ,2024-01-03 21:02:02,8408,4882,500,148,teliti dorong inovasi lokal,2
8793,Pembakaran kasus meningkat selama pandemi. ,2024-01-17 18:18:44,9472,700,470,109,bakar tingkat pandemi,1
8794,Begal tersangka mengaku bersalah. ,2024-06-18 10:34:36,1145,2215,319,227,begal sangka aku salah,0
8795,Pencemaran nama baik tersangka melawan saat ditangkap. ,2024-02-16 00:09:51,6093,2765,495,268,cemar nama sangka lawan tangkap,0
8796,Pembakaran berhasil ditangkap. ,2024-02-22 03:49:12,7818,1434,413,256,bakar hasil tangkap,0
8797,Urban farming menggairahkan sektor pariwisata. ,2024-05-22 06:05:36,7942,793,351,228,urban farming gairah sektor pariwisata,1
8798,Pembobolan lokasi kejadian telah diamankan. ,2024-06-15 11:48:59,7742,2918,316,117,bobol lokasi jadi aman,0
8799,Penipuan tersangka mencoba melarikan diri. ,2024-07-25 05:30:24,939,3934,179,237,tipu sangka coba lari,0
8800,Perjudian kejadian ini menggemparkan warga. ,2024-04-28 04:35:43,1845,4521,292,248,judi jadi gempar warga,0
8801,Korupsi warga diminta waspada. ,2024-07-03 01:38:14,138,2607,372,233,korupsi warga waspada,0
8802,Penculikan penyidikan dilakukan secara intensif. ,2024-03-11 14:28:24,7320,96,371,295,culi sidi intensif,1
8803,Begal tersangka melawan saat ditangkap. ,2024-07-29 23:28:48,6249,644,413,65,begal sangka lawan tangkap,0
8804,Penganiayaan tersangka melawan saat ditangkap. ,2024-07-25 01:22:26,9510,223,114,59,aniaya sangka lawan tangkap,0
8805,Narkoba tersangka akan segera diadili. ,2024-03-12 18:31:42,2319,3929,276,272,narkoba sangka adil,2
8806,Begal lokasi kejadian telah diamankan. ,2024-06-03 12:40:34,7660,4449,0,204,begal lokasi jadi aman,0
8807,Perjudian kejadian ini menggemparkan warga. ,2024-03-08 02:27:09,5920,1992,465,115,judi jadi gempar warga,0
8808,Penghargaan acara tersebut sukses besar. ,2024-01-13 19:06:45,120,389,453,7,harga acara sukses,2
8809,Pemalsuan polisi berjanji mengusut tuntas. ,2024-02-18 18:58:04,9230,568,159,224,palsu polisi janji usut tuntas,0
8810,Literasi menggali potensi lokal. ,2024-01-10 10:02:45,7153,2649,252,231,literasi gali potensi lokal,1
